listno,email_num,sent_id,text
078-1321398,1,1.4,"Thanks,"
078-1321398,1,1.5,Suzanne
078-1321398,1,1.6,&quot;Do not be encumbered by history.
078-1321398,1,1.7,Go off and do something wonderful.&quot;
078-1321398,1,1.8,- Robert Noyce Intel Co-Founder
078-1321398,1,1.9,---------------------------------
078-1321398,1,1.10,Do You Yahoo!?
078-1321398,1,1.11,LAUNCH - Your Yahoo! Music Experience
078-1321398,2,2.1,http://www.pueblo.gsa.gov/cic_text/money/credit-unions/fedcredt.htm describes what the Credit Unions are.
078-1321398,2,2.2,"I would doubt that these organizations, owned by their members, are covered by 508."
078-1321398,2,2.3,Dan
078-1321398,2,2.4,&gt; Could anyone give me a lead as far as a website to visit or a federal department to talk to about the accessbility of Federal Credit Union websites?
078-1321398,2,2.5,&gt; Does 508 apply to the Federal Credit Unions?
078-1321398,2,2.6,&gt; Is this written down anywhere?
078-1321398,2,2.7,"&gt; Thanks,"
078-1321398,2,2.8,&gt; Suzanne
078-1321398,2,2.9,&gt; &quot;Do not be encumbered by history.
078-1321398,2,2.10,&gt; Go off and do something wonderful.&quot;
078-1321398,2,2.11,&gt; - Robert Noyce Intel Co-Founder
078-1321398,2,2.12,&gt; _____
078-1321398,2,2.13,&gt; Do You Yahoo!?
078-1321398,2,2.14,&gt; LAUNCH - Your Yahoo! Music Experience
078-1321398,3,3.1,Which of course is no reason to NOT make the sites accessible &lt;grin&gt;
078-1321398,3,3.2,JF
078-1321398,3,3.3,&gt; http://www.pueblo.gsa.gov/cic_text/money/credit-unions/fedcredt.htm describes what the Credit Unions are.
078-1321398,3,3.4,"&gt; I would doubt that these organizations, owned by their members, are covered by 508."
078-1321398,3,3.5,&gt; Dan
078-1321398,3,3.6,&gt;&gt; Could anyone give me a lead as far as a website to visit or a federal department to talk to about the accessbility of Federal Credit Union websites?
078-1321398,3,3.7,&gt;&gt; Does 508 apply to the Federal Credit Unions?
078-1321398,3,3.8,&gt;&gt; Is this written down anywhere?
078-1321398,3,3.9,"&gt;&gt; Thanks,"
078-1321398,3,3.10,&gt;&gt; Suzanne
078-1321398,3,3.11,&gt;&gt; &quot;Do not be encumbered by history.
078-1321398,3,3.12,&gt;&gt; Go off and do something wonderful.&quot;
078-1321398,3,3.13,&gt;&gt; - Robert Noyce Intel Co-Founder
078-1321398,3,3.14,&gt;&gt; _____
078-1321398,3,3.15,&gt;&gt; Do You Yahoo!?
078-1321398,3,3.16,&gt;&gt; LAUNCH - Your Yahoo! Music Experience
078-1321398,3,3.17,&lt;/grin&gt;
078-1321398,4,4.1,&gt; Which of course is no reason to NOT make the sites accessible &lt;grin&gt;
078-1321398,4,4.2,"Well, they do have a semi-defense...."
078-1321398,4,4.3,"they're kinda poor in day-to-day cash, I'd imagine."
078-1321398,4,4.4,John
078-1321398,4,4.5,&lt;/grin&gt;
078-1321398,5,5.1,"&gt; David, et.al."
078-1321398,5,5.2,"&gt; Federal Credit Unions are not federal agencies, they are owned by the members that form them."
078-1321398,5,5.3,"&gt; They are regulated, however."
078-1321398,5,5.4,&gt; See http://www.cuna.org/data/consumer/whatis/whatisacu.html and (when it's up) http://www.ncua.gov/
078-1321398,5,5.5,"&gt; As far as I can see, a credit union doesn't fall under 508."
078-1321398,5,5.6,&gt; Rex
078-1321398,5,5.7,"&gt; Rex Lint, Consultant"
078-1321398,5,5.8,&gt; 26 Brek Drive
078-1321398,5,5.9,"&gt; Merrimack, NH 03054"
078-1321398,5,5.10,&gt; PHONE 603-860-7651
078-1321398,5,5.11,&gt; HOME 603-889-7650
078-1321398,5,5.12,&gt; FAX 603-882-6612
078-1321398,5,5.13,&gt;&gt; Could anyone give me a lead as far as a website to visit or a federal department to talk to about the accessbility of Federal Credit Union websites?
078-1321398,5,5.14,&gt;&gt; Does 508 apply to the Federal Credit Unions?
078-1321398,5,5.15,&gt;&gt; Is this written down anywhere?
078-1321398,5,5.16,"&gt;&gt; Thanks,"
078-1321398,5,5.17,&gt;&gt; Suzanne
078-1321398,5,5.18,&gt;&gt; &quot;Do not be encumbered by history.
078-1321398,5,5.19,&gt;&gt; Go off and do something wonderful.&quot;
078-1321398,5,5.20,&gt;&gt; - Robert Noyce Intel Co-Founder
078-1321398,5,5.21,&gt;&gt; _____
078-1321398,5,5.22,&gt;&gt; Do You Yahoo!?
078-1321398,5,5.23,&gt;&gt; LAUNCH - Your Yahoo! Music Experience
078-1321398,6,6.1,"&gt;&gt; David, et.al."
078-1321398,6,6.2,"&gt;&gt; Federal Credit Unions are not federal agencies, they are owned by the members that form them."
078-1321398,6,6.3,"&gt;&gt; They are regulated, however."
078-1321398,6,6.4,&gt;&gt; See http://www.cuna.org/data/consumer/whatis/whatisacu.html and (when it's up) http://www.ncua.gov/
078-1321398,6,6.5,"&gt;&gt; As far as I can see, a credit union doesn't fall under 508."
078-1321398,6,6.6,But they DO fall under ADA and that does require &quot;equivalent facilitation&quot; which could require usable web site and Section 508 serves as guidance
078-1321398,6,6.7,Bob
078-1321398,6,6.8,ASCII Ribbon Campaign accessBob
078-1321398,6,6.9,NO HTML/PDF/RTF in e-mail accessys@smartnospam.net
078-1321398,6,6.10,"NO MSWord docs in e-mail Access Systems, engineers"
078-1321398,6,6.11,"NO attachments in e-mail, *LINUX powered* access is a civil right"
078-1321398,6,6.12,*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#
078-1321398,6,6.13,THIS message and any attachments are CONFIDENTIAL and may be privileged.
078-1321398,6,6.14,They are intended ONLY for the individual or entity named above.
078-1321398,6,6.15,"If you are not the intended recipient, Please notify the sender as soon as possible."
078-1321398,6,6.16,"Please DO NOT READ, COPY, USE, or DISCLOSE this communication to others and DELETE it from your computer systems."
078-1321398,6,6.17,Thanks
078-15693133,1,1.1,Peepo has advocated for some years the use of the keyboard as means to select links.
078-15693133,1,1.2,"In the latest mozilla browser, when you type a letter, except in a text entry box, it cycles through links that have that letter in their text."
078-15693133,1,1.3,"it seems slightly buggy, but what do you think?"
078-15693133,1,1.4,(course it screws my coding right and proper)
078-15693133,1,1.5,thanks
078-15693133,1,1.6,jonathan
078-15693133,2,2.1,&gt; Peepo has advocated for some years the use of the keyboard as means to select links.
078-15693133,2,2.2,"&gt; In the latest mozilla browser, when you type a letter, except in a text entry box, it cycles through links that have that letter in their text."
078-15693133,2,2.3,"&gt; it seems slightly buggy, but what do you think?"
078-15693133,2,2.4,i found out about this only a few days ago and have been using the so-called 'typeaheadfind' since then quite a lot.
078-15693133,2,2.5,i haven't found it buggy at all and absolutely love it.
078-15693133,2,2.6,it's more a Find function then a 'cycling through links' function.
078-15693133,2,2.7,with the focus on the page you just type a word (or beginning of it) and mozilla jumps to that word.
078-15693133,2,2.8,F3 finds the next instance.
078-15693133,2,2.9,it first only looks at links but if you type a '/' (slash) before the word it searches the whole text.
078-15693133,2,2.10,it really just saves you bringing up that cumbersome Find dialogue box.
078-15693133,2,2.11,i don't think it really works for cycling through links.
078-15693133,2,2.12,the tab key works better for that.
078-15693133,2,2.13,iris
078-15693133,2,2.14,=====
078-15693133,2,2.15,*******************************
078-15693133,2,2.16,omnia mea mecum porto
078-15693133,2,2.17,&amp;lt;http://www.jarmin.com/&amp;gt;
078-15693133,2,2.18,&amp;lt;http://www.demos.ac.uk/&amp;gt;
078-15693133,2,2.19,*******************************
078-15693133,2,2.20,__________________________________________________
078-15693133,2,2.21,Do you Yahoo!?
078-15693133,2,2.22,New DSL Internet Access from SBC &amp;amp; Yahoo!
078-15693133,2,2.23,http://sbc.yahoo.com
078-15693133,3,3.1,&gt; (course it screws my coding right and proper)
078-15693133,3,3.2,how does it screw your coding?
078-15693133,3,3.3,iris
078-15693133,3,3.4,=====
078-15693133,3,3.5,*******************************
078-15693133,3,3.6,omnia mea mecum porto
078-15693133,3,3.7,&amp;lt;http://www.jarmin.com/&amp;gt;
078-15693133,3,3.8,&amp;lt;http://www.demos.ac.uk/&amp;gt;
078-15693133,3,3.9,*******************************
078-15693133,3,3.10,__________________________________________________
078-15693133,3,3.11,Do you Yahoo!?
078-15693133,3,3.12,New DSL Internet Access from SBC &amp;amp; Yahoo!
078-15693133,3,3.13,http://sbc.yahoo.com
078-15693133,4,4.1,&gt; i found out about this only a few days ago and have been using the so-called 'typeaheadfind' since then quite a lot.
078-15693133,4,4.2,&gt; i haven't found it buggy at all and absolutely love it.
078-15693133,4,4.3,Indeed....
078-15693133,4,4.4,I have loved Opera's &quot;inline find&quot; for a long time.
078-15693133,4,4.5,Sounds like Moz has copped another Opera feature ;-)
078-15693133,4,4.6,http://tntluoma.com/opera/lover/day13-inlinefind/
078-15693133,4,4.7,&gt; i don't think it really works for cycling through links.
078-15693133,4,4.8,&gt; the tab key works better for that.
078-15693133,4,4.9,I still haven't found anything that matches Opera's CONTROL+J (which will list all links on the page).
078-15693133,4,4.10,It also gives you a quick method to see if your links will make sense when read out of context.
078-15693133,4,4.11,TjL
078-15693133,4,4.12,--
078-15693133,4,4.13,30 Days to becoming an Opera Lover
078-15693133,4,4.14,http://www.tntluoma.com/switch
078-15693133,4,4.15,Day 25: Opera does Plug-ins (better than the other guys) too
078-15693133,4,4.16,http://tntluoma.com/opera/lover/day25-plugins/
078-15693133,5,5.1,"well those are some of the positives, how about disabling for those who are hyperactive, and just cannot stop fiddling with the keyboard?"
078-15693133,5,5.2,its buggy in the sense that for instance 'k' words aren't just those that start with the letter k but also those that include the letter k.
078-15693133,5,5.3,I'd expect it to have a few others besides.
078-15693133,5,5.4,jonathan
078-15693133,5,5.5,&gt;&gt; i found out about this only a few days ago and have been using the so-called 'typeaheadfind' since then quite a lot.
078-15693133,5,5.6,&gt;&gt; i haven't found it buggy at all and absolutely love it.
078-15693133,5,5.7,&gt; Indeed....
078-15693133,5,5.8,&gt; I have loved Opera's &quot;inline find&quot; for a long time.
078-15693133,5,5.9,&gt; Sounds like Moz has copped another Opera feature ;-)
078-15693133,5,5.10,&gt; http://tntluoma.com/opera/lover/day13-inlinefind/
078-15693133,5,5.11,&gt;&gt; i don't think it really works for cycling through links.
078-15693133,5,5.12,&gt;&gt; the tab key works better for that.
078-15693133,5,5.13,&gt; I still haven't found anything that matches Opera's CONTROL+J (which will list all links on the page).
078-15693133,5,5.14,&gt; It also gives you a quick method to see if your links will make sense when read out of context.
078-15693133,5,5.15,&gt; TjL
078-15693133,5,5.16,&gt; --
078-15693133,5,5.17,&gt; 30 Days to becoming an Opera Lover
078-15693133,5,5.18,&gt; http://www.tntluoma.com/switch
078-15693133,5,5.19,&gt; Day 25: Opera does Plug-ins (better than the other guys) too
078-15693133,5,5.20,&gt; http://tntluoma.com/opera/lover/day25-plugins/
078-3797219,1,1.1,"Dear All,"
078-3797219,1,1.2,I found this interesting Website accessibility poll on: http://www.iwks.com/default.asp
078-3797219,1,1.3,Apologies now in case this page is not accessible
078-3797219,1,1.4,- it's just that the results are very interesting and I would be happy to send an update to the list later on with the final results so we can all benefit from it.
078-3797219,1,1.5,Kind regards
078-3797219,1,1.6,Simon
078-3797219,1,1.7,---
078-3797219,1,1.8,Simon White
078-3797219,1,1.9,Business Solutions
078-3797219,1,1.10,JKD
078-3797219,1,1.11,Westminster Business Square
078-3797219,1,1.12,1-45 Durham Street
078-3797219,1,1.13,London
078-3797219,1,1.14,SE11 5JH
078-3797219,1,1.15,Tel: 020 7793 9399
078-3797219,1,1.16,Fax: 020 7793 9299
078-3797219,1,1.17,URL: www.jkd.co.uk
078-3797219,1,1.18,---
078-3797219,1,1.19,James Kelsey Design Ltd (JKD) or The Incepta Group plc and its subsidiary companies may not be held responsible for the content of this email as it may reflect the personal view of the sender and not that of the company.
078-3797219,1,1.20,"JKD run anti virus software on all servers and all workstations, they can not be held responsible for any infected files that you may receive."
078-3797219,1,1.21,JKD advises all recipients to virus scan any file attachments.
078-3797219,2,2.1,"> Dear All,"
078-3797219,2,2.2,> I found this interesting Website accessibility poll on: http://www.iwks.com/default.asp
078-3797219,2,2.3,Where exactly?
078-3797219,3,3.1,> I found this interesting Website accessibility poll on: http://www.iwks.com/default.asp
078-3797219,3,3.2,It was indeed interesting
078-3797219,3,3.3,- I can't get at the results either with Opera or Lynx.
078-3797219,3,3.4,"Yes, please, an update to the list of the data would be beneficial to us who do not maintain the same browsers or have the same capabilities as those who coded that very, very interesting albeit ironic poll."
078-3797219,3,3.5,--
078-3797219,3,3.6,- Tina Holmboe Greytower Technologies
078-3797219,3,3.7,tina@greytower.net http://www.greytower.net/
078-3797219,3,3.8,[+46] 0708 557 905
078-3797219,4,4.1,The poll is halfway down on the right hand side of the page.
078-3797219,4,4.2,"Sorry, the page was designed by a person with idea on usability."
078-3797219,4,4.3,A perennial portal problem...
078-3797219,4,4.4,"The poll is just visible without scrolling down, underneath the Internet Works magazine image."
078-3797219,4,4.5,Are you viewing in graphics browser?
078-3797219,4,4.6,Does anyone need better directions?
078-3797219,4,4.7,">> Dear All,"
078-3797219,4,4.8,>> I found this interesting Website accessibility poll on: http://www.iwks.com/default.asp
078-3797219,4,4.9,> Where exactly?
078-3797219,4,4.10,_____________________________________________________________________
078-3797219,4,4.11,VirusChecked by the Incepta Group plc
078-3797219,4,4.12,_____________________________________________________________________
078-3797219,5,5.1,"> Yes, please, an update to the list of the data would be beneficial to us who do not maintain the same browsers or have the same capabilities as those who coded that very, very interesting albeit ironic poll."
078-3797219,5,5.2,"So far, the poll results say that 47% of the participants have no idea how to even make their site accessible, or what it means."
078-3797219,5,5.3,That's just wonderful news.
078-3797219,5,5.4,Randal
078-3797219,6,6.1,>> I found this interesting Website accessibility poll on: http://www.iwks.com/default.asp
078-3797219,6,6.2,> Where exactly?
078-3797219,6,6.3,"The poll did not display for me either, as you need scripting enabled to view it."
078-3797219,6,6.4,That's rather ironic considering the question.
078-3797219,6,6.5,--
078-3797219,6,6.6,Tom Gilder
078-3797219,6,6.7,http://tom.me.uk/
078-3797219,7,7.1,Answers have gotten better.
078-3797219,7,7.2,Web Site Accessibility
078-3797219,7,7.3,Is your Web site accessible to the disabled?
078-3797219,7,7.4,percent
078-3797219,7,7.5,1.) Yes 22%
078-3797219,7,7.6,2.) No - but it will be within the next 12 months 15%
078-3797219,7,7.7,3.) No - and I can't see the point of doing so 16%
078-3797219,7,7.8,4.) No - it would be too difficult to do 6%
078-3797219,7,7.9,5.) Not sure - How do I do it? 41%
078-3797219,8,8.1,> Answers have gotten better.
078-3797219,8,8.2,> Web Site Accessibility
078-3797219,8,8.3,> Is your Web site accessible to the disabled?
078-3797219,8,8.4,> percent
078-3797219,8,8.5,> 1.) Yes 22%
078-3797219,8,8.6,"Wonder how many of those have actually checked it, and aren't guessing"
078-3797219,8,8.7,"(it might have been swayed by it being posted here, though)? :)"
078-3797219,8,8.8,--
078-3797219,8,8.9,Tom Gilder
078-3797219,8,8.10,http://tom.me.uk/
078-3797219,9,9.1,is there any way to find out how many people have voted?
078-3797219,9,9.2,>> Answers have gotten better.
078-3797219,9,9.3,>> Web Site Accessibility
078-3797219,9,9.4,>> Is your Web site accessible to the disabled?
078-3797219,9,9.5,>> percent
078-3797219,9,9.6,>> 1.) Yes 22%
078-3797219,9,9.7,"> Wonder how many of those have actually checked it, and aren't guessing"
078-3797219,9,9.8,"> (it might have been swayed by it being posted here, though)? :)"
078-3797219,9,9.9,> --
078-3797219,9,9.10,> Tom Gilder
078-3797219,9,9.11,> http://tom.me.uk/
078-3797219,10,10.1,> is there any way to find out how many people have voted?
078-3797219,10,10.2,Somebody on the list emailed the website yesterday to find out.
078-3797219,10,10.3,"Maybe if the site responds, he'll forward the answer to the list."
078-3797219,10,10.4,"Regards,"
078-3797219,10,10.5,Andy
078-3797219,11,11.1,And that person is still waiting to hear from the Webmaster.
078-3797219,11,11.2,I would also like to apologise for not posting the final results but Internet problems prevented me from accessing the site...
078-3797219,11,11.3,that was my end of things and not the site that was having problems.
078-3797219,11,11.4,I will email again today and see if I can get an answer for the list.
078-3797219,11,11.5,"Further apologies for those who could not access the poll, but I think that this is often typical of sites that run articles or polls on accessibility, and a complaint has been logged with the site."
078-3797219,11,11.6,Kind regards
078-3797219,11,11.7,Simon
078-3797219,11,11.8,>> is there any way to find out how many people have voted?
078-3797219,11,11.9,> Somebody on the list emailed the website yesterday to find out.
078-3797219,11,11.10,"> Maybe if the site responds, he'll forward the answer to the list."
078-3797219,11,11.11,"> Regards,"
078-3797219,11,11.12,> Andy
078-3797219,11,11.13,_____________________________________________________________________
078-3797219,11,11.14,VirusChecked by the Incepta Group plc
078-3797219,11,11.15,_____________________________________________________________________
078-6832141,1,1.1,Anyone know any web sites that are 'highly accessible to' and 'well liked by' the deaf community?
078-6832141,1,1.2,Cheers
078-6832141,1,1.3,Graham
078-6832141,1,1.4,AccEase Ltd : Making on-line information accessible
078-6832141,1,1.5,Phone : +64 9 846 6995
078-6832141,1,1.6,Email : goliver@accease.com
078-6832141,2,2.1,one suggestion I've received is The Federation of Deaf People
078-6832141,2,2.2,http://www.fdp.org.uk/
078-6832141,2,2.3,jonathan chetwynd
078-6832141,2,2.4,http://www.peepo.com &quot;The first and still the best picture directory on the web&quot;
078-6832141,2,2.5,http://www.learningdifficulty.org.uk &quot;Our guide to helping people with a learning difficulty get the most from the web&quot;
078-6832141,3,3.1,A suggestion I got is Elokuvantaju - CinemaSense
078-6832141,3,3.2,http://elokuvantaju.uiah.fi
078-6832141,3,3.3,"It has sign language available, but only finnish sign language at the moment."
078-6832141,3,3.4,Cheers
078-6832141,3,3.5,Chaals
078-6832141,3,3.6,&gt; one suggestion I've received is The Federation of Deaf People
078-6832141,3,3.7,&gt; http://www.fdp.org.uk/
078-6832141,3,3.8,&gt; jonathan chetwynd
078-6832141,3,3.9,&gt; http://www.peepo.com &quot;The first and still the best picture directory on the web&quot;
078-6832141,3,3.10,&gt; http://www.learningdifficulty.org.uk &quot;Our guide to helping people with a learning difficulty get the most from the web&quot;
078-6832141,3,3.11,--
078-6832141,3,3.12,Charles McCathieNevile http://www.w3.org/People/Charles phone: +61 409 134 136
078-6832141,3,3.13,W3C Web Accessibility Initiative http://www.w3.org/WAI fax: +1 617 258 5999
078-6832141,3,3.14,"Location: 21 Mitchell street FOOTSCRAY Vic 3011, Australia"
078-6832141,3,3.15,"(or W3C INRIA, Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex, France)"
078-6832141,4,4.1,"Hi Graham,"
078-6832141,4,4.2,For the spanish people the site is:
078-6832141,4,4.3,http://www.planetavisual.org
078-6832141,4,4.4,And the site of the confederation is:
078-6832141,4,4.5,http://www.cnse.es
078-6832141,4,4.6,"Regards,"
078-6832141,4,4.7,Emmanuelle
078-6832141,4,4.8,&gt; Anyone know any web sites that are 'highly accessible to' and 'well liked by' the deaf community?
078-6832141,4,4.9,&gt; Cheers
078-6832141,4,4.10,&gt; Graham
078-6832141,4,4.11,&gt; AccEase Ltd : Making on-line information accessible
078-6832141,4,4.12,&gt; Phone : +64 9 846 6995
078-6832141,4,4.13,&gt; Email : goliver@accease.com
078-6832141,5,5.1,"Hi Graham,"
078-6832141,5,5.2,Other sites in Spanish:
078-6832141,5,5.3,http://www.edu.xunta.es/centros/sordos-co/
078-6832141,5,5.4,http://www.vocesenelsilencio.org/
078-6832141,5,5.5,Graciela
078-6832141,5,5.6,Red de Integraci?n Especial (RedEspecial WEB)
078-6832141,5,5.7,http://www.redespecialWEB.org/
078-6832141,5,5.8,III Congreso Virtual:&quot;Integraci?n sin Barreras en el Siglo XXI&quot;
078-6832141,5,5.9,1 al 30 de noviembre - 2002
078-6832141,5,5.10,Registrarse enviando un mensaje a:
078-6832141,5,5.11,&amp;lt;IIIcongreso_redespecial-alta@eListas.net&amp;gt;
078-6832141,6,6.1,"As a former therapist for Hearing and Deaf people, I know lots of people liked Deaf World Web."
078-6832141,6,6.2,Sadly to say that's discontinued now but they recommend http://dww.deafworldweb.org/asl/
078-6832141,6,6.3,&amp;lt;http://dww.deafworldweb.org/asl/&amp;gt;
078-6832141,6,6.4,Rachel
078-6832141,6,6.5,~*~* ~*~
078-6832141,6,6.6,"Rachel Harris, M.S., L.P.C., N.C.C."
078-6832141,6,6.7,Multnomah County Department of Community Justice
078-6832141,6,6.8,Web Site/ Policy Coordinator
078-6832141,6,6.9,"501 SE Hawthorne Blvd. Portland, OR 97214"
078-6832141,6,6.10,Phone- (503) 988-6048 Fax-(503) 988-3990 TDD-(503) 248-3561
078-6832141,6,6.11,INTEROFFICE MAIL: B503/2
078-6832141,6,6.12,Rachel.D.Harris@co.multnomah.or.us
078-6832141,6,6.13,http://www.co.multnomah.or.us/dcj/ &amp;lt;http://www.co.multnomah.or.us/dcj/&amp;gt;
078-6832141,6,6.14,~*~*~*~*~*~*~*~*~*~*~*~*~*~
078-6832141,6,6.15,&gt; Anyone know any web sites that are 'highly accessible to' and 'well liked by' the deaf community?
078-6832141,6,6.16,&gt; Cheers
078-6832141,6,6.17,&gt; Graham
078-6832141,6,6.18,&gt; AccEase Ltd : Making on-line information accessible
078-6832141,6,6.19,&gt; Phone : +64 9 846 6995
078-6832141,6,6.20,&gt; Email : goliver@accease.com
078-6832141,7,7.1,http://www.ctad.co.uk/basil/ has also been recommended
078-6832141,7,7.2,jonathan chetwynd
078-6832141,7,7.3,http://www.peepo.com &quot;The first and still the best picture directory on the web&quot;
078-6832141,7,7.4,http://www.learningdifficulty.org.uk &quot;Our guide to helping people with a learning difficulty get the most from the web&quot;
078-6832141,8,8.1,other links include:
078-6832141,8,8.2,www.rnid.org.uk
078-6832141,8,8.3,www.britishdeafassociation.org.uk
078-6832141,8,8.4,www.deafchristian.org.uk
078-6832141,8,8.5,www.hearing-dogs.co.uk
078-6832141,8,8.6,www.royaldeaf.org.uk/links.htm
078-6832141,8,8.7,www.signcommunique.com
078-6832141,8,8.8,www.yagc.demon.co.uk/Deaf/Deaf.html
078-6832141,8,8.9,www.breakthrough-dhi.org.uk
078-6832141,8,8.10,www.deafclub.co.uk
078-6832141,8,8.11,www.bris.ac.uk/Depts/DeafStudies/links.htm
078-6832141,8,8.12,www.linkcentre.org
078-6832141,8,8.13,www.deafclub.co.uk/deafbooks
078-6832141,8,8.14,www.forestbooks.com
078-6832141,8,8.15,jonathan chetwynd
078-6832141,8,8.16,http://www.peepo.com &quot;The first and still the best picture directory on the web&quot;
078-6832141,8,8.17,http://www.learningdifficulty.org.uk &quot;Our guide to helping people with a learning difficulty get the most from the web&quot;
078-8112187,1,1.1,I don't know of any screen-readers or speaking browsers that support aural style sheets.
078-8112187,1,1.2,Does anyone?
078-8112187,1,1.3,"Thanks,"
078-8112187,1,1.4,Laura
078-8112187,1,1.5,_________________________________________________________________
078-8112187,1,1.6,Laura L. Carlson
078-8112187,1,1.7,Information Technology Systems and Services
078-8112187,1,1.8,University of Minnesota Duluth
078-8112187,1,1.9,"Duluth, MN 55812-3009"
078-8112187,1,1.10,mailto:lcarlson@d.umn.edu
078-8112187,2,2.1,Emacspeak.
078-8112187,2,2.2,I also know of a project that may soon produce another one.
078-8112187,2,2.3,Chaals
078-8112187,2,2.4,&gt; I don't know of any screen-readers or speaking browsers that support aural style sheets.
078-8112187,2,2.5,&gt; Does anyone?
078-8112187,2,2.6,"&gt; Thanks,"
078-8112187,2,2.7,&gt; Laura
078-8112187,2,2.8,&gt; _________________________________________________________________
078-8112187,2,2.9,&gt; Laura L. Carlson
078-8112187,2,2.10,&gt; Information Technology Systems and Services
078-8112187,2,2.11,&gt; University of Minnesota Duluth
078-8112187,2,2.12,"&gt; Duluth, MN 55812-3009"
078-8112187,2,2.13,&gt; mailto:lcarlson@d.umn.edu
078-8112187,2,2.14,--
078-8112187,2,2.15,Charles McCathieNevile http://www.w3.org/People/Charles phone: +61 409 134 136
078-8112187,2,2.16,W3C Web Accessibility Initiative http://www.w3.org/WAI fax: +33 4 92 38 78 22
078-8112187,2,2.17,"Location: 21 Mitchell street FOOTSCRAY Vic 3011, Australia"
078-8112187,2,2.18,"(or W3C INRIA, Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex, France)"
078-8112187,3,3.1,&gt; Emacspeak.
078-8112187,3,3.2,Will this run on Windows (using Cygwin?)?
078-8112187,3,3.3,Danny.
078-8112187,4,4.1,pwwebspeak used to use them.
078-8112187,4,4.2,&gt;&gt; Emacspeak.
078-8112187,4,4.3,&gt; Will this run on Windows (using Cygwin?)?
078-8112187,4,4.4,&gt; Danny.
078-8112187,5,5.1,"Well, there is apparently a project to make it run under Windows in Japanese as well as english, but my japanese is not good enough to read the explanation pages."
078-8112187,5,5.2,Anyone out there who can help?
078-8112187,5,5.3,&gt;&gt; Emacspeak.
078-8112187,5,5.4,&gt; Will this run on Windows (using Cygwin?)?
078-8112187,5,5.5,&gt; Danny.
078-8112187,5,5.6,--
078-8112187,5,5.7,Charles McCathieNevile http://www.w3.org/People/Charles phone: +61 409 134 136
078-8112187,5,5.8,W3C Web Accessibility Initiative http://www.w3.org/WAI fax: +33 4 92 38 78 22
078-8112187,5,5.9,"Location: 21 Mitchell street FOOTSCRAY Vic 3011, Australia"
078-8112187,5,5.10,"(or W3C INRIA, Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex, France)"
078-8112187,6,6.1,"&gt; Well, there is apparently a project to make it run under Windows in Japanese as well as english, but my japanese is not good enough to read the explanation pages."
078-8112187,6,6.2,How about this:
078-8112187,6,6.3,VOICE WINDOWS AND VOICE MEADOW;
078-8112187,6,6.4,MULTILINGUAL TEXT-TO-SPEECH SYSTEM FOR WINDOWS(R) 98
078-8112187,6,6.5,http://www.csun.edu/cod/conf2000/proceedings/0050Watanabe.html
078-8112187,6,6.6,Note: &quot;Meadow&quot; stands for &quot;Multilingual Enhancement to gnu Emacs with ADvantages Over Windows&quot;.
078-8112187,6,6.7,"Regards,"
078-8112187,6,6.8,--
078-8112187,6,6.9,Masayasu Ishikawa / mimasa@w3.org
078-8112187,6,6.10,W3C - World Wide Web Consortium
078-8112187,7,7.1,"&gt; Well, there is apparently a project to make it run under Windows in Japanese as well as english, but my japanese is not good enough to read the explanation pages."
078-8112187,7,7.2,"what is the URL,"
078-8112187,7,7.3,although my Japanese is rusty I do have my Linux box set up to read and write the code.
078-8112187,7,7.4,Bob
078-8112187,7,7.5,&gt; Anyone out there who can help?
078-8112187,7,7.6,&gt;&gt;&gt; Emacspeak.
078-8112187,7,7.7,&gt;&gt; Will this run on Windows (using Cygwin?)?
078-8112187,7,7.8,&gt;&gt; Danny.
078-8112187,7,7.9,ASCII Ribbon Campaign accessBob
078-8112187,7,7.10,NO HTML/PDF/RTF in e-mail accessys@smartnospam.net
078-8112187,7,7.11,"NO MSWord docs in e-mail Access Systems, engineers"
078-8112187,7,7.12,"NO attachments in e-mail, *LINUX powered* access is a civil right"
078-8112187,7,7.13,*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#*#
078-8112187,7,7.14,THIS message and any attachments are CONFIDENTIAL and may be privileged.
078-8112187,7,7.15,They are intended ONLY for the individual or entity named above.
078-8112187,7,7.16,"If you are not the intended recipient, Please notify the sender as soon as possible."
078-8112187,7,7.17,"Please DO NOT READ, COPY, USE, or DISCLOSE this communication to others and DELETE it from your computer systems."
078-8112187,7,7.18,Thanks
079-14194071,1,1.1,"Dear ALL,"
079-14194071,1,1.2,I have now completed an update to the paper &quot;A Dyslexic Perspective on e-Content Accessibility&quot;.
079-14194071,1,1.3,"The paper is available in a HTML format, Word Document, RTF and PDF (tagged)."
079-14194071,1,1.4,I hope to have a summary sheet available shortly.
079-14194071,1,1.5,Thanks to all who took time to feed back.
079-14194071,1,1.6,Pete Rainger
079-14194071,1,1.7,Research Officer
